Keyword,Min SearchVolume,Max Search Volume,Competition,Competition(indexed Value),Top of page bid (low range),Top of page bid (high range),,
hotel daios cove luxury resort crete,10,100,Medium,61,1.22,3.03,,
hotel daios thessaloniki,10,100,Medium,42,0.24,1.23,,
hotel de crillon karl lagerfeld,10,100,Low,2,,,,
hotel de crillon renovation,10,100,Low,0,,,,
hotel de paris,1,10,Low,21,0.26,1.29,,
hotel de paris in monte carlo,1,10,Low,25,0.16,0.80,,
hotel de paris mc,10,100,Low,11,,,,
hotel de paris monte,10,100,Low,13,,,,
hotel de paris suite,10,100,Low,10,,,,
hotel de rome rocco forte,10,100,Low,30,0.44,2.87,,
hotel delight mykonos,10,100,Low,28,0.20,2.01,,
hotel divani caravel athens greece,10,100,Low,25,0.15,1.03,,
hotel domes miramare corfu,10,100,Medium,46,0.29,1.38,,
hotel grande bretagne athens,100,1,Medium,36,0.15,1.02,,
hotel grande bretagne athens greece,10,100,Low,29,0.26,0.96,,
hotel grande bretagne athens tripadvisor,10,100,Low,24,,,,
hotel grande bretagne greece,10,100,Medium,49,0.20,1.91,,
hotel great bretagne athens,10,100,Medium,38,0.16,0.85,,
hotel halkidiki 5 star,10,100,Medium,52,,,,
hotel ikaros beach crete,10,100,Medium,33,,,,
hotel irides aegina,10,100,Medium,40,0.16,1.10,,
hotel katikies santorini,100,1,Medium,34,0.21,1.13,,
hotel la marquise faliraki,10,100,Medium,45,0.27,1.86,,
hotel marina mykonos,10,100,Medium,40,0.15,2.02,,
hotel miramare corfu,10,100,Medium,46,0.11,1.50,,
hotel mykonos cavo tagoo,10,100,Medium,38,0.17,1.01,,
hotel mystique oia santorini,10,100,Low,29,,,,
hotel oia santorini luxury,10,100,Medium,50,0.32,1.30,,
hotel ostraco luxury suites mykonos,10,100,Unknown,,,,,
hotel resorts in greece,10,100,Medium,39,0.15,0.56,,
hotel romanos costa navarino greece,10,100,Medium,52,0.34,3.05,,
hotel royal blue resort crete,10,100,Low,29,0.39,1.95,,
hotel san antonio santorini greece,10,100,Medium,36,0.15,1.02,,
hotel santa maria mykonos,10,100,Low,6,,,,
hotel santa marina mykonos,100,1,Low,33,0.21,1.33,,
hotel spa resorts near me,10,100,Low,29,,,,
hotel spa resorts near me,10,100,Low,29,,,,
hotel stella island luxury resort and spa crete,10,100,Medium,36,,,,
hotel stella island luxury resort and spa crete greece,10,100,Medium,39,0.22,1.51,,
hotel thessaloniki 5 star,10,100,Medium,57,,,,
hotel villa mykonos,10,100,Medium,65,0.81,2.67,,
hotels in greece,1,10,Medium,39,0.19,0.86,,
hotels in greece with private infinity pools,10,100,Unknown,,,,,
hotels in halkidiki 5 star,10,100,Unknown,,,,,
hotels in mykonos 5 star,10,100,High,71,,,,
hotels in mykonos greece with private pools,10,100,Unknown,,,,,
hotels in oia santorini with pool,10,100,High,79,,,,
hotels in santorini greece with private pools,10,100,Low,31,0.36,0.91,,
hotels in santorini with private hot tub,10,100,High,71,0.24,5.05,,
hotels on santorini greece,100,1,Medium,46,0.25,0.95,,
hotels peloponnese 5 star,10,100,Medium,45,0.06,2.45,,
hotels with private pools greece,100,1,Medium,39,0.20,0.75,,
hotels with private pools in santorini greece,10,100,Unknown,,,,,
hotels with villas greece,10,100,Low,11,,,,
huvafen fushi resort,100,1,Medium,41,0.20,1.19,,
huvafen fushi resort,100,1,Medium,41,0.20,1.19,,
hydra four seasons hotel,10,100,Low,29,0.33,2.96,,
hydra luxury hotels,10,100,Medium,55,0.18,0.82,,
i chauffeur,10,100,Low,10,,,,
i chauffeur,10,100,Low,10,,,,
ikaria greece luxury hotels,10,100,Unknown,,,,,
ikaros beach crete,10,100,Low,21,0.11,0.70,,
ikaros beach hotel crete,10,100,Low,18,0.06,0.45,,
ikaros beach luxury resort & spa crete,10,100,Low,22,0.21,1.37,,
ikaros beach luxury resort & spa crete greece,10,100,Low,24,,,,
ikaros beach luxury resort & spa greece,10,100,Medium,50,,,,
ikaros beach malia,10,100,Medium,49,0.22,1.31,,
ikaros beach resort & malia,10,100,Unknown,,,,,
ikaros beach resort & spa crete,10,100,Low,30,0.16,0.90,,
ikaros beach resort & spa crete greece,10,100,Medium,43,,,,
ikaros beach resort & spa malia,10,100,Medium,56,0.41,2.00,,
ikaros beach resort and spa crete,10,100,High,100,,,,
ikaros beach resort crete,10,100,Medium,52,0.33,0.71,,
ikaros beach resort malia,10,100,Medium,58,0.21,0.79,,
ikaros crete,10,100,Low,33,0.20,0.91,,
ikaros hotel crete,10,100,Low,26,0.14,0.66,,
ikaros malia,10,100,Medium,51,0.23,1.40,,
ikaros resort crete,10,100,Low,9,,,,
ikaros village crete,10,100,Low,30,0.07,0.87,,
ikaros village malia,10,100,Medium,38,0.15,2.20,,
ikaros village malia crete,10,100,Low,21,,,,
ikones suites crete,10,100,Low,29,0.25,1.62,,
ikones suites rethymno,10,100,Low,32,0.18,0.88,,
iltm 2018,10,100,Low,0,,,,
iltm events,10,100,Unknown,,,,,
imperial luxury resort corfu,10,100,Unknown,,,,,
indian ocean resort islands,10,100,Unknown,,,,,
indian ocean resort islands,10,100,Unknown,,,,,
indian ocean resorts all inclusive,10,100,Unknown,,,,,
indian ocean resorts all inclusive,10,100,Unknown,,,,,
indoor spa resort,10,100,Unknown,,,,,
indoor spa resort,10,100,Unknown,,,,,
infinity 180 alonissos,10,100,Low,31,0.15,0.38,,
infinity pool crete,10,100,Low,10,,,,
ing chauffeured transportation,10,100,Unknown,,,,,
ing chauffeured transportation,10,100,Unknown,,,,,
inspirato destinations,10,100,Unknown,,,,,
inspirato destinations,10,100,Unknown,,,,,
inspirato jaunt,10,100,Unknown,,,,,
inspirato jaunt,10,100,Unknown,,,,,
inspirato luxury travel,10,100,Low,0,,,,
inspirato vacations,10,100,Unknown,,,,,
inspirato vacations,10,100,Unknown,,,,,
inspired luxury travel,10,100,Unknown,,,,,
international chauffeur,10,100,Low,20,,,,
international chauffeur,10,100,Low,20,,,,
international chauffeur service,10,100,Low,20,,,,
international chauffeur service,10,100,Low,20,,,,
intertravel lux,10,100,Unknown,,,,,
intrav private jet tours,10,100,Unknown,,,,,
iolida beach luxury resort crete,10,100,Low,14,,,,
ios hotels 5 star,10,100,Medium,45,0.13,0.40,,
ios luxury hotels,10,100,Medium,43,0.18,0.81,,
irides aegina,10,100,Low,10,,,,
j and j luxury transportation,10,100,Low,29,,,,
j&j luxury transportation,10,100,Low,0,,,,
jackson hole luxury resort,10,100,High,100,,,,
jackson hole luxury resort,10,100,High,100,,,,
jackson hole spa resort,10,100,Unknown,,,,,
jackson hole spa resort,10,100,Unknown,,,,,
jaguar chauffeur,10,100,Low,12,,,,
jaguar chauffeur,10,100,Low,12,,,,
jetsetter secret escapes,10,100,Unknown,,,,,
jo chauffeurs,10,100,Unknown,,,,,
jo chauffeurs,10,100,Unknown,,,,,
jonny rocks chauffeur,10,100,Unknown,,,,,
jonny rocks chauffeur,10,100,Unknown,,,,,
journey with luxury,0,10,Unknown,,,,,
joya luxury villas zakynthos,10,100,Unknown,,,,,
kalamata 5 star hotels,10,100,Medium,51,0.06,0.40,,
kalamata luxury hotels,10,100,Medium,53,0.11,0.90,,
kallar chauffeurs,0,10,Unknown,,,,,
kallar chauffeurs,0,10,Unknown,,,,,
kapten transport,10,100,Low,3,,,,
kapten transport,10,100,Low,3,,,,
kapten uber,100,1,Low,16,0.94,18.21,,
kapten uber,100,1,Low,16,0.94,18.21,,
karl lagerfeld hotel de crillon,10,100,Low,0,,,,
karpathos 5 star hotels,10,100,Medium,57,,,,
karpathos hotels 5 star,10,100,Medium,39,0.03,0.44,,
karpathos luxury hotel,10,100,Low,31,0.12,0.23,,
kassandra luxury villas,10,100,Medium,51,0.22,1.33,,
katikies garden fira,10,100,Low,20,,,,
katikies garden santorini,100,1,Low,32,0.25,1.01,,
katikies greece,10,100,Medium,43,,,,
katikies mykonos,100,1,Low,26,0.11,0.87,,
katikies mykonos booking,10,100,Low,29,,,,
katikies mykonos greece,10,100,Medium,36,0.49,2.17,,
katikies mykonos villas,10,100,Low,23,,,,
katikies oia,10,100,Medium,36,0.56,1.35,,
katikies oia santorini,10,100,Medium,36,0.28,1.31,,
katikies resort santorini,10,100,Medium,36,0.22,0.95,,
katikies santorini,1,10,Low,26,0.14,0.90,,
katikies santorini booking,10,100,Low,11,,,,
katikies santorini greece,10,100,Low,33,0.21,0.87,,
katikies santorini tripadvisor,10,100,Low,14,,,,
katikies villas mykonos,100,1,Medium,37,0.22,2.03,,
kauai 5 star resorts,10,100,Low,0,,,,
kefalonia 5 star hotels,10,100,Medium,56,0.14,1.01,,
kefalonia 5 star luxury hotels,10,100,High,79,0.31,1.26,,
kefalonia chic villas,10,100,Low,20,,,,
kefalonia luxury hotels,10,100,Medium,45,0.16,1.05,,
kid friendly luxury resorts,10,100,Low,14,,,,
kid friendly luxury resorts,10,100,Low,14,,,,
king george athens tripadvisor,10,100,Low,5,,,,
king george greece hotel,10,100,Unknown,,,,,
king george hotel athens greece,10,100,Low,29,0.22,0.69,,
king george hotel athens pool,10,100,Low,0,,,,
king george hotel athens tripadvisor,10,100,Unknown,,,,,
king george hotel greece,10,100,Low,25,0.10,0.39,,
king george luxury hotel athens,10,100,Medium,37,0.09,0.51,,
king george luxury hotel athens greece,10,100,Unknown,,,,,
king george palace hotel athens,10,100,Medium,34,0.23,0.70,,
king palace hotel athens,10,100,Low,20,0.13,0.48,,
kingsbridge chauffeur,10,100,Low,29,,,,
kingsbridge chauffeur,10,100,Low,29,,,,
kirkham chauffeur services,10,100,Unknown,,,,,
kirkham chauffeur services,10,100,Unknown,,,,,
kirman sidera luxury & spa coral travel,10,100,Unknown,,,,,
klm chauffeur service,10,100,Low,29,,,,
klm chauffeur service,10,100,Low,29,,,,
kokomo private island resort,10,100,Low,21,,,,
kokomo private island resort,10,100,Low,21,,,,
kos 5 star hotels,10,100,Low,22,0.10,0.46,,
kos 5 star hotels all inclusive,10,100,High,69,0.15,2.04,,
kos imperial thalasso grecotel luxury hotel,10,100,Medium,47,0.31,1.79,,
kos luxury hotels,10,100,Medium,41,0.17,1.13,,
la marquise faliraki,10,100,Medium,48,0.31,1.48,,
la marquise faliraki rhodos,10,100,Medium,59,0.30,1.30,,
la marquise greece,10,100,Medium,57,,,,
la marquise luxury resort rhodes,10,100,Low,32,0.14,1.06,,
la marquise resort rhodes,10,100,Low,23,0.23,0.82,,
la marquise rhodes greece,10,100,Unknown,,,,,
lake como luxury resorts,10,100,Medium,49,0.20,0.89,,
lake como luxury resorts,10,100,Medium,49,0.20,0.89,,
lake of the ozarks luxury resorts,10,100,Unknown,,,,,
lake of the ozarks luxury resorts,10,100,Unknown,,,,,
lake powell luxury resort,10,100,Medium,43,,,,
lake powell luxury resort,10,100,Medium,43,,,,
lake tahoe 5 star resorts,10,100,High,100,,,,
lake tahoe 5 star resorts,10,100,High,100,,,,
lake tahoe luxury resorts,10,100,Low,29,,,,
lake tahoe luxury resorts,10,100,Low,29,,,,
lakshadweep luxury resorts,10,100,Medium,36,,,,
lakshadweep luxury resorts,10,100,Medium,36,,,,
large villas in greece with private pool,10,100,Unknown,,,,,
large villas to rent in greece,10,100,Unknown,,,,,
last minute chauffeur,10,100,Unknown,,,,,
last minute chauffeur,10,100,Unknown,,,,,
last minute luxury family holidays,10,100,High,100,,,,
last minute luxury family holidays,10,100,High,100,,,,
last minute luxury getaways,10,100,Unknown,,,,,
last minute luxury hotel amex,10,100,Unknown,,,,,
last minute luxury hotel deals,10,100,High,73,0.36,2.33,,
last minute luxury travel,10,100,High,100,,,,
last minute luxury travel,10,100,High,100,,,,
last minute luxury travel deals,10,100,Unknown,,,,,
last minute luxury travel deals,10,100,Unknown,,,,,
last minute luxury vacation deals,10,100,Unknown,,,,,
last minute luxury vacation deals,10,100,Unknown,,,,,
last minute luxury vacations,10,100,Medium,43,,,,
last minute luxury vacations,10,100,Medium,43,,,,
lavish resorts,10,100,Low,0,,,,
lax private car service,10,100,High,100,,,,
lax private car service,10,100,High,100,,,,
lazaridis hotel apartmani nea roda,10,100,Low,29,,,,
leading hotels greece,10,100,Low,18,,,,
leading hotels mykonos,10,100,Medium,64,,,,
leading hotels of the world athens,10,100,Unknown,,,,,
leading hotels of the world crete,10,100,Medium,52,0.35,0.97,,
leading hotels of the world greece,10,100,Low,21,0.08,1.01,,
leading resorts of the world,10,100,Low,26,,,,
lefkada hotels 5 star,10,100,Medium,50,0.08,0.49,,
lefkada luxury accommodation,10,100,High,100,,,,
lefkada luxury hotels,10,100,Medium,58,0.12,1.00,,
lennox luxury vacations,10,100,Low,0,,,,
lesante greece,10,100,Medium,33,,,,
lesante luxury hotel & spa tsilivi,10,100,Medium,36,,,,
lesante luxury hotel & spa zakynthos,10,100,Medium,50,0.23,1.22,,
lesante luxury hotel & spa zante,10,100,Medium,43,0.12,0.77,,
lesante luxury hotel and spa zakynthos,10,100,Medium,39,0.25,0.77,,
lesante luxury hotel and spa zante,10,100,Low,14,,,,
lesante luxury hotel zakynthos,10,100,Medium,58,0.78,2.05,,
lesante tsilivi,10,100,Low,5,,,,
lesante zakynthos,10,100,Medium,41,0.20,1.00,,
lesante zante,10,100,Medium,37,0.08,1.22,,
liana luxury travel,10,100,Unknown,,,,,
limo chauffeur,10,100,Low,3,,,,
limo chauffeur,10,100,Low,3,,,,
limo chauffeur service,10,100,Low,32,,,,
limo chauffeur service,10,100,Low,32,,,,
limo driver chauffeur,10,100,Unknown,,,,,
limo driver chauffeur,10,100,Unknown,,,,,
limo shofer,10,100,Unknown,,,,,
limo shofer,10,100,Unknown,,,,,
limoso luxury transport,10,100,Low,0,,,,
limousine chauffeur,100,1,Low,15,0.35,1.00,,
limousine chauffeur,100,1,Low,15,0.35,1.00,,
limousine chauffeur service,10,100,High,71,,,,
limousine chauffeur service,10,100,High,71,,,,
limousine shofer,10,100,Low,7,,,,
limousine shofer,10,100,Low,7,,,,
limousine worldwide,10,100,Low,29,0.82,2.80,,
limousine worldwide,10,100,Low,29,0.82,2.80,,
lindos 5 star hotels,10,100,Medium,38,0.04,0.40,,
lindos blu booking,10,100,Medium,36,,,,
lindos blu greece,10,100,Low,23,,,,
lindos blu holidays,10,100,Unknown,,,,,
lindos blu hotel,100,1,Medium,42,0.21,1.17,,
lindos blu hotel greece,10,100,Medium,57,0.12,0.81,,
lindos blu hotel rhodes,10,100,Low,30,0.15,1.06,,
lindos blu lindos greece,10,100,Low,0,,,,
lindos blu luxury hotel & suites rhodes,10,100,High,82,0.53,3.22,,
lindos blu luxury hotel rhodes,10,100,Medium,51,0.60,2.39,,
lindos blu rhodes,10,100,Low,22,0.14,1.05,,
lindos blu rhodes greece,10,100,Unknown,,,,,
lindos blu rhodes tripadvisor,10,100,Unknown,,,,,
lindos blu tripadvisor,10,100,Low,17,0.09,1.05,,
lindos rhodes hotels 5 star,10,100,Medium,43,,,,
list of luxury services,10,100,Unknown,,,,,
living in skiathos,10,100,Unknown,,,,,
local chauffeur services,10,100,Unknown,,,,,
local chauffeur services,10,100,Unknown,,,,,
local spa resorts,0,10,Unknown,,,,,
local spa resorts,0,10,Unknown,,,,,
local spas and resorts,0,10,Unknown,,,,,
local spas and resorts,0,10,Unknown,,,,,
louis vuitton athens prices,10,100,Unknown,,,,,
lti luxury travel intelligence,10,100,Low,5,,,,
luex travel,10,100,Low,2,,,,
lux travel,10,100,Low,7,0.60,1.30,,
lux travel agency,10,100,Low,11,,,,
lux travel group,10,100,Medium,43,,,,
lux trip,10,100,Low,4,,,,
lux vacation,10,100,Low,10,0.54,1.97,,
lux vacations,10,100,Low,10,0.54,1.97,,
luxstar travel,10,100,Unknown,,,,,
luxstar travel network,10,100,Unknown,,,,,
luxtravel,10,100,Low,2,,,,
luxurious places to travel,10,100,Unknown,,,,,
luxurious places to travel,10,100,Unknown,,,,,
luxurious travels llc,10,100,Unknown,,,,,
luxury 5 star hotels in crete,10,100,Medium,64,0.10,0.60,,
luxury accommodation barossa,10,100,Unknown,,,,,
luxury accommodation corfu,10,100,Low,25,,,,
luxury accommodation crete,10,100,Medium,43,,,,
luxury accommodation greece,10,100,Unknown,,,,,
luxury adventure,10,100,Low,17,0.65,1.12,,
luxury adventure resorts,10,100,Unknown,,,,,
luxury adventure resorts,10,100,Unknown,,,,,
luxury adventure tours,10,100,Medium,57,,,,
luxury adventure travel,10,100,Medium,36,,,,
luxury adventure travel companies,10,100,Low,0,,,,
luxury adventure trips,10,100,Medium,50,,,,
luxury adventure vacation,10,100,Medium,57,,,,
luxury african safari resorts,10,100,Unknown,,,,,
luxury african safari resorts,10,100,Unknown,,,,,
luxury african safari vacation packages,10,100,Medium,57,,,,
luxury african safari vacation packages,10,100,Medium,57,,,,
luxury african vacation,10,100,Medium,57,,,,
luxury african vacation,10,100,Medium,57,,,,
luxury airbnb greece,10,100,Unknown,,,,,
luxury airport services,10,100,Low,0,,,,
luxury airport transfer,10,100,Medium,37,,,,
luxury airport transfer,10,100,Medium,37,,,,
luxury airport transfers gatwick,10,100,Unknown,,,,,
luxury airport transfers gatwick,10,100,Unknown,,,,,
luxury airport transport,10,100,Low,14,,,,
luxury airport transport,10,100,Low,14,,,,
luxury all inclusive caribbean resorts,10,100,Low,29,0.12,1.69,,
luxury all inclusive caribbean resorts,10,100,Low,29,0.12,1.69,,
luxury all inclusive crete,10,100,Medium,57,,,,
luxury all inclusive deals,10,100,Unknown,,,,,
luxury all inclusive deals,10,100,Unknown,,,,,
luxury all inclusive family resorts,10,100,Medium,38,0.25,1.21,,
luxury all inclusive family resorts,10,100,Medium,38,0.25,1.21,,
luxury all inclusive family resorts caribbean,10,100,Unknown,,,,,
luxury all inclusive family resorts caribbean,10,100,Unknown,,,,,
luxury all inclusive greece,10,100,Low,33,,,,
luxury all inclusive greece adults only,10,100,Low,0,,,,
luxury all inclusive holidays santorini,10,100,Unknown,,,,,
luxury all inclusive hotels,10,100,Medium,52,0.15,1.36,,
luxury all inclusive hotels,10,100,Medium,52,0.15,1.36,,
luxury all inclusive hotels in kos,10,100,Unknown,,,,,
luxury all inclusive resorts,10,100,Medium,34,0.33,1.15,,
luxury all inclusive resorts,10,100,Medium,34,0.33,1.15,,
luxury all inclusive resorts adults only,10,100,Medium,43,,,,
luxury all inclusive resorts adults only,10,100,Medium,43,,,,
luxury all inclusive resorts caribbean adults only,10,100,Unknown,,,,,
luxury all inclusive resorts caribbean adults only,10,100,Unknown,,,,,
luxury all inclusive resorts greece,10,100,Medium,38,0.25,0.96,,
luxury apartment concierge service,10,100,High,100,,,,
luxury apartments crete,10,100,High,86,0.50,3.57,,
luxury apartments halkidiki,10,100,High,83,0.13,1.10,,
luxury apartments mykonos,10,100,Medium,50,0.26,3.51,,
luxury apartments santorini,10,100,Medium,54,0.41,1.69,,
luxury athens,10,100,Medium,46,0.45,1.49,,
luxury australian resorts,10,100,Low,23,0.49,0.69,,
luxury australian resorts,10,100,Low,23,0.49,0.69,,
luxury backpackers,10,100,Low,20,,,,
luxury backpackers hotel,10,100,Low,19,,,,
luxury bahia principe resort,10,100,Medium,44,0.42,5.02,,
luxury bahia principe resort,10,100,Medium,44,0.42,5.02,,
luxury bahia resort,10,100,Low,19,,,,
luxury bahia resort,10,100,Low,19,,,,
luxury beach getaway,10,100,Low,0,,,,
luxury beach holiday destinations,10,100,Medium,43,,,,
luxury beach hotels greece,10,100,Medium,51,0.36,1.02,,
luxury beach resorts,10,100,Low,11,0.24,1.02,,
luxury beach resorts,10,100,Low,11,0.24,1.02,,
luxury beach resorts greece,10,100,High,74,0.35,0.70,,
luxury beach vacations,10,100,Low,0,,,,
luxury beachfront resorts,10,100,Medium,48,,,,
luxury beachfront resorts,10,100,Medium,48,,,,
luxury boutique hotels athens,10,100,Medium,59,0.38,1.22,,
luxury boutique hotels crete,10,100,High,86,0.24,1.38,,
luxury boutique hotels greece,10,100,Medium,39,0.18,1.09,,
luxury boutique hotels mykonos,10,100,Medium,40,0.16,0.88,,
luxury boutique hotels santorini,10,100,Medium,64,,,,
luxury brooklyn hotels,10,100,Low,30,0.26,1.10,,
luxury business travel,10,100,Low,23,,,,
luxury camping halkidiki,10,100,Low,17,,,,
luxury camping sithonia,10,100,Low,7,,,,
luxury car airport transfer,10,100,Unknown,,,,,
luxury car airport transfer,10,100,Unknown,,,,,
luxury car chauffeur,10,100,Medium,36,1.00,3.36,,
luxury car chauffeur,10,100,Medium,36,1.00,3.36,,
luxury car chauffeur service,10,100,Medium,57,,,,
luxury car chauffeur service,10,100,Medium,57,,,,
luxury car driver service,10,100,Unknown,,,,,
luxury car driver service,10,100,Unknown,,,,,
luxury car shofer,10,100,Unknown,,,,,
luxury car shofer,10,100,Unknown,,,,,
luxury car transfers,10,100,Medium,43,,,,
luxury car transfers,10,100,Medium,43,,,,
luxury car transport,10,100,Low,16,0.36,1.01,,
luxury car transport,10,100,Low,16,0.36,1.01,,
luxury caribbean holidays all inclusive,10,100,Unknown,,,,,
luxury caribbean holidays all inclusive,10,100,Unknown,,,,,
luxury caribbean resorts,10,100,Medium,40,0.36,2.40,,
luxury caribbean resorts,10,100,Medium,40,0.36,2.40,,
luxury caribbean resorts for families,10,100,Low,29,,,,
luxury caribbean resorts for families,10,100,Low,29,,,,
luxury cayman villas,10,100,Low,17,0.23,2.70,,
luxury cayman villas,10,100,Low,17,0.23,2.70,,
luxury chauffeur,10,100,Medium,34,0.43,1.19,,
luxury chauffeur,10,100,Medium,34,0.43,1.19,,
luxury chauffeur service,10,100,Low,22,0.52,3.34,,
luxury chauffeur service,10,100,Low,22,0.52,3.34,,
luxury collection corfu,10,100,Low,17,,,,
luxury collection crete,10,100,Low,29,,,,
luxury collection greece,10,100,Low,7,,,,
luxury collection hotels greece,10,100,Low,24,0.12,0.50,,
luxury collection santorini,10,100,Low,25,0.16,0.46,,
luxury concierge,100,1,Low,20,0.48,0.93,,
luxury concierge app,10,100,Low,21,,,,
luxury concierge company,10,100,Low,29,,,,
luxury concierge greece,10,100,Low,22,0.55,1.18,,
luxury concierge network,10,100,Unknown,,,,,
luxury concierge service,10,100,Medium,36,0.26,0.96,,
luxury corfu,10,100,Low,27,,,,
luxury corfu villas,10,100,High,93,,,,
luxury couples resorts,10,100,Low,0,,,,
luxury crete,10,100,Medium,62,0.49,2.69,,
luxury crete holidays,10,100,Medium,38,,,,
luxury crete holidays 2019,10,100,Unknown,,,,,
luxury crete villas with private pools,10,100,High,100,,,,
luxury cross country ski resorts,10,100,Low,5,,,,
luxury cross country ski resorts,10,100,Low,5,,,,
luxury cruise vacations,10,100,Medium,57,,,,
luxury cruise vacations,10,100,Medium,57,,,,
luxury customer service,10,100,Low,2,,,,
luxury desert resorts,10,100,Unknown,,,,,
luxury desert resorts,10,100,Unknown,,,,,
luxury destination travel,10,100,Unknown,,,,,
luxury destinations,10,100,Low,7,0.31,2.73,,
luxury destinations 2019,10,100,Low,7,,,,
luxury destinations in the world,10,100,Unknown,,,,,
luxury destinations in the world,10,100,Unknown,,,,,
luxury disney vacation,10,100,Low,0,,,,
luxury disney world vacation,10,100,Medium,43,,,,
luxury disney world vacation,10,100,Medium,43,,,,
luxury dive resorts,10,100,Medium,34,,,,
luxury dive resorts,10,100,Medium,34,,,,
luxury dmc,10,100,Low,9,,,,
luxury dude ranch near yellowstone,10,100,Unknown,,,,,
luxury dude ranch near yellowstone,10,100,Unknown,,,,,
luxury dude ranch vacations,10,100,Unknown,,,,,
luxury dude ranch vacations,10,100,Unknown,,,,,
luxury equestrian vacations,10,100,Unknown,,,,,
luxury equestrian vacations,10,100,Unknown,,,,,
luxury escapes crete,10,100,Unknown,,,,,
luxury escapes greece,10,100,Medium,62,,,,
luxury escapes greece 2019,10,100,Unknown,,,,,
luxury escapes mykonos,10,100,Medium,43,,,,
luxury escapes santorini,10,100,Unknown,,,,,
luxury escapes tours,10,100,Low,0,,,,
luxury escapes travel deals,10,100,Unknown,,,,,
luxury european destinations,10,100,Low,6,,,,
luxury european family holidays,10,100,Medium,50,,,,
luxury european family holidays,10,100,Medium,50,,,,
luxury european resorts,10,100,Low,20,0.12,1.04,,
luxury european resorts,10,100,Low,20,0.12,1.04,,
luxury events and vip travel dmcc,10,100,Low,0,,,,
luxury family beach resorts,10,100,Low,0,,,,
luxury family dude ranch,0,10,Unknown,,,,,
luxury family dude ranch,0,10,Unknown,,,,,
luxury family holiday destinations,10,100,Unknown,,,,,
luxury family holiday destinations,10,100,Unknown,,,,,
luxury family holidays,10,100,Low,31,0.47,2.28,,
luxury family holidays,10,100,Low,31,0.47,2.28,,
luxury family holidays greece,10,100,High,76,,,,
luxury family hotels corfu,10,100,Unknown,,,,,
luxury family hotels crete,10,100,High,69,0.51,2.03,,
luxury family hotels greece,10,100,Medium,41,0.17,0.82,,
luxury family resort greece,10,100,Medium,59,0.24,0.89,,
luxury family resorts,10,100,Medium,45,0.27,1.06,,
luxury family resorts,10,100,Medium,45,0.27,1.06,,
luxury family resorts in spain,10,100,Medium,64,,,,
luxury family resorts in spain,10,100,Medium,64,,,,
luxury family travel companies,10,100,Unknown,,,,,
luxury family vacations,10,100,Low,31,,,,
luxury family vacations,10,100,Low,31,,,,
luxury farm vacation,10,100,Low,29,,,,
luxury farm vacation,10,100,Low,29,,,,
luxury fishing resorts,10,100,Medium,50,,,,
luxury fishing resorts,10,100,Medium,50,,,,
luxury gay travel,10,100,Medium,45,,,,
luxury getaway deals,10,100,Unknown,,,,,
luxury getaways,10,100,Low,29,0.41,0.85,,
luxury getaways,10,100,Low,29,0.41,0.85,,
luxury golf resorts,10,100,Low,22,0.51,0.90,,
luxury golf resorts,10,100,Low,22,0.51,0.90,,
luxury golf trips,10,100,Unknown,,,,,
luxury golf trips,10,100,Unknown,,,,,
luxury golf vacations,10,100,Low,14,,,,
luxury golf vacations,10,100,Low,14,,,,
luxury grand canyon vacations,10,100,Medium,43,,,,
luxury grand canyon vacations,10,100,Medium,43,,,,
luxury greece,10,100,Low,33,0.36,0.97,,
luxury greece cruise,10,100,High,79,0.46,2.81,,
luxury greece holidays,10,100,Medium,35,0.38,1.28,,
luxury greece holidays 2019,10,100,Unknown,,,,,
luxury greece holidays all inclusive,10,100,Low,0,,,,
luxury greek island,10,100,Medium,38,,,,
luxury greek island cruises,10,100,Medium,63,0.60,2.80,,
luxury greek island holidays,10,100,Medium,33,,,,
luxury greek island hopping,10,100,Low,0,,,,
luxury greek island vacation,10,100,Medium,64,,,,
luxury greek island villas,10,100,High,79,0.66,3.53,,
luxury greek resorts,100,1,Medium,41,0.27,0.93,,
luxury greek villa holidays,10,100,Medium,50,,,,
luxury guest ranch,10,100,Unknown,,,,,
luxury guest ranch,10,100,Unknown,,,,,
luxury hawaiian resorts,10,100,Medium,44,0.22,1.48,,
luxury hawaiian resorts,10,100,Medium,44,0.22,1.48,,
luxury hill country resorts,0,10,Unknown,,,,,
luxury hill country resorts,0,10,Unknown,,,,,
luxury holiday destinations,10,100,Medium,35,0.44,1.35,,
luxury holiday destinations for couples,10,100,Medium,50,,,,
luxury holiday destinations for couples,10,100,Medium,50,,,,
luxury holiday package deals,0,10,Unknown,,,,,
luxury holiday packages,10,100,Medium,59,0.46,1.20,,
luxury holiday packages,10,100,Medium,59,0.46,1.20,,
luxury holiday resorts,10,100,Low,14,,,,
luxury holiday resorts,10,100,Low,14,,,,
luxury holidays corfu greece,10,100,High,100,,,,
luxury holidays greece 2019,10,100,Unknown,,,,,
luxury holidays in chania crete,10,100,High,71,,,,
luxury holidays in corfu,10,100,Unknown,,,,,
luxury holidays in crete,10,100,Medium,48,,,,
luxury holidays in crete 2019,10,100,Unknown,,,,,
luxury holidays in greece,10,100,Medium,48,0.49,1.22,,
luxury holidays in greece 2019,10,100,Unknown,,,,,
